client#,Round#,Training Loss,ACC,Pre,Recall,f1-score
7,6,1.063277e-05,1.0,1.0,1.0,1.0
8,6,1.3573363e-06,1.0,1.0,1.0,1.0
9,6,6.996428e-05,1.0,1.0,1.0,1.0
0,7,1.3059886e-05,1.0,1.0,1.0,1.0
1,7,1.9122244e-07,1.0,1.0,1.0,1.0
2,7,2.6494746e-07,1.0,1.0,1.0,1.0
3,7,1.250374e-07,1.0,1.0,1.0,1.0
4,7,0.00039136424,0.9998412698412699,0.99984496124031,0.9998496240601504,0.9998471759362225
5,7,9.412329e-06,1.0,1.0,1.0,1.0
6,7,9.338455e-06,1.0,1.0,1.0,1.0
7,7,5.9292734e-06,1.0,1.0,1.0,1.0
8,7,4.3695348e-07,1.0,1.0,1.0,1.0
9,7,9.2687606e-07,1.0,1.0,1.0,1.0
0,8,0.00012748034,0.9998412698412699,0.9998466257668712,0.999861111111111,0.9998537613258973
1,8,1.1938907e-07,1.0,1.0,1.0,1.0
2,8,4.2701246e-05,1.0,1.0,1.0,1.0
3,8,1.192093e-07,1.0,1.0,1.0,1.0
4,8,1.192093e-07,1.0,1.0,1.0,1.0
5,8,1.3536943e-07,1.0,1.0,1.0,1.0
6,8,1.068123e-06,1.0,1.0,1.0,1.0
7,8,1.1965398e-07,1.0,1.0,1.0,1.0
8,8,1.5330963e-07,1.0,1.0,1.0,1.0
9,8,0.00024687647,0.9998412698412699,0.9998442367601246,0.9998432601880879,0.9998436263047698
0,9,1.192093e-07,1.0,1.0,1.0,1.0
1,9,1.192093e-07,1.0,1.0,1.0,1.0
2,9,1.8165887e-06,1.0,1.0,1.0,1.0
3,9,1.192093e-07,1.0,1.0,1.0,1.0
4,9,1.192093e-07,1.0,1.0,1.0,1.0
5,9,0.00021261771,0.9998412698412699,0.999828473413379,0.9998242530755711,0.9998262123425473
6,9,1.1963506e-07,1.0,1.0,1.0,1.0
7,9,1.2932866e-06,1.0,1.0,1.0,1.0
8,9,1.4958218e-07,1.0,1.0,1.0,1.0
9,9,1.6111271e-05,1.0,1.0,1.0,1.0
0,10,1.192093e-07,1.0,1.0,1.0,1.0
1,10,1.192093e-07,1.0,1.0,1.0,1.0
2,10,1.192093e-07,1.0,1.0,1.0,1.0
3,10,1.192093e-07,1.0,1.0,1.0,1.0
4,10,3.4047778e-07,1.0,1.0,1.0,1.0
5,10,1.192093e-07,1.0,1.0,1.0,1.0
6,10,1.192093e-07,1.0,1.0,1.0,1.0
7,10,1.192093e-07,1.0,1.0,1.0,1.0
8,10,1.192093e-07,1.0,1.0,1.0,1.0
9,10,1.192093e-07,1.0,1.0,1.0,1.0
0,11,1.192093e-07,1.0,1.0,1.0,1.0
1,11,1.192093e-07,1.0,1.0,1.0,1.0
2,11,1.192093e-07,1.0,1.0,1.0,1.0
3,11,1.192093e-07,1.0,1.0,1.0,1.0
4,11,0.000723477,0.9998412698412699,0.9998498498498499,0.9998305084745762,0.9998400508778402
5,11,1.1939854e-07,1.0,1.0,1.0,1.0
6,11,1.192093e-07,1.0,1.0,1.0,1.0
7,11,1.192093e-07,1.0,1.0,1.0,1.0
8,11,1.192093e-07,1.0,1.0,1.0,1.0
9,11,1.2831443e-05,1.0,1.0,1.0,1.0
0,12,1.192093e-07,1.0,1.0,1.0,1.0
1,12,1.192093e-07,1.0,1.0,1.0,1.0
2,12,1.192093e-07,1.0,1.0,1.0,1.0
3,12,1.192093e-07,1.0,1.0,1.0,1.0
4,12,1.192093e-07,1.0,1.0,1.0,1.0
5,12,1.192093e-07,1.0,1.0,1.0,1.0
6,12,1.192093e-07,1.0,1.0,1.0,1.0
7,12,1.192093e-07,1.0,1.0,1.0,1.0
8,12,1.192093e-07,1.0,1.0,1.0,1.0
9,12,1.192093e-07,1.0,1.0,1.0,1.0
0,13,1.192093e-07,1.0,1.0,1.0,1.0
1,13,1.192093e-07,1.0,1.0,1.0,1.0
2,13,1.192093e-07,1.0,1.0,1.0,1.0
3,13,1.192093e-07,1.0,1.0,1.0,1.0
4,13,1.192093e-07,1.0,1.0,1.0,1.0
5,13,1.192093e-07,1.0,1.0,1.0,1.0
6,13,1.192093e-07,1.0,1.0,1.0,1.0
7,13,1.192093e-07,1.0,1.0,1.0,1.0
8,13,1.192093e-07,1.0,1.0,1.0,1.0
9,13,1.192093e-07,1.0,1.0,1.0,1.0
0,14,1.192093e-07,1.0,1.0,1.0,1.0
1,14,1.192093e-07,1.0,1.0,1.0,1.0
2,14,1.192093e-07,1.0,1.0,1.0,1.0
3,14,1.192093e-07,1.0,1.0,1.0,1.0
4,14,1.192093e-07,1.0,1.0,1.0,1.0
5,14,1.192093e-07,1.0,1.0,1.0,1.0
6,14,1.1944583e-07,1.0,1.0,1.0,1.0
7,14,1.2341954e-07,1.0,1.0,1.0,1.0
8,14,1.192093e-07,1.0,1.0,1.0,1.0
9,14,1.192093e-07,1.0,1.0,1.0,1.0
0,15,1.192093e-07,1.0,1.0,1.0,1.0
1,15,1.192093e-07,1.0,1.0,1.0,1.0
2,15,1.192093e-07,1.0,1.0,1.0,1.0
3,15,1.192093e-07,1.0,1.0,1.0,1.0
4,15,1.192093e-07,1.0,1.0,1.0,1.0
5,15,1.192093e-07,1.0,1.0,1.0,1.0
6,15,1.192093e-07,1.0,1.0,1.0,1.0
7,15,1.192093e-07,1.0,1.0,1.0,1.0
8,15,1.192093e-07,1.0,1.0,1.0,1.0
9,15,1.192093e-07,1.0,1.0,1.0,1.0
0,16,1.192093e-07,1.0,1.0,1.0,1.0
1,16,1.192093e-07,1.0,1.0,1.0,1.0
2,16,1.192093e-07,1.0,1.0,1.0,1.0
3,16,1.192093e-07,1.0,1.0,1.0,1.0
4,16,1.192093e-07,1.0,1.0,1.0,1.0
5,16,1.192093e-07,1.0,1.0,1.0,1.0
6,16,1.192093e-07,1.0,1.0,1.0,1.0
7,16,1.192093e-07,1.0,1.0,1.0,1.0
8,16,1.192093e-07,1.0,1.0,1.0,1.0
9,16,1.192093e-07,1.0,1.0,1.0,1.0
0,17,1.192093e-07,1.0,1.0,1.0,1.0
1,17,1.192093e-07,1.0,1.0,1.0,1.0
2,17,1.192093e-07,1.0,1.0,1.0,1.0
3,17,1.192093e-07,1.0,1.0,1.0,1.0
4,17,1.192093e-07,1.0,1.0,1.0,1.0
5,17,1.192093e-07,1.0,1.0,1.0,1.0
6,17,1.192093e-07,1.0,1.0,1.0,1.0
7,17,1.192093e-07,1.0,1.0,1.0,1.0
8,17,1.192093e-07,1.0,1.0,1.0,1.0
9,17,1.192093e-07,1.0,1.0,1.0,1.0
0,18,1.192093e-07,1.0,1.0,1.0,1.0
1,18,1.192093e-07,1.0,1.0,1.0,1.0
2,18,1.192093e-07,1.0,1.0,1.0,1.0
3,18,1.192093e-07,1.0,1.0,1.0,1.0
4,18,1.192093e-07,1.0,1.0,1.0,1.0
5,18,1.192093e-07,1.0,1.0,1.0,1.0
6,18,1.192093e-07,1.0,1.0,1.0,1.0
7,18,1.192093e-07,1.0,1.0,1.0,1.0
8,18,1.192093e-07,1.0,1.0,1.0,1.0
9,18,1.192093e-07,1.0,1.0,1.0,1.0
0,19,1.192093e-07,1.0,1.0,1.0,1.0
1,19,1.192093e-07,1.0,1.0,1.0,1.0
2,19,1.192093e-07,1.0,1.0,1.0,1.0
3,19,1.192093e-07,1.0,1.0,1.0,1.0
4,19,1.192093e-07,1.0,1.0,1.0,1.0
5,19,1.192093e-07,1.0,1.0,1.0,1.0
6,19,1.192093e-07,1.0,1.0,1.0,1.0
7,19,1.192093e-07,1.0,1.0,1.0,1.0
8,19,1.192093e-07,1.0,1.0,1.0,1.0
9,19,1.192093e-07,1.0,1.0,1.0,1.0
0,20,1.192093e-07,1.0,1.0,1.0,1.0
1,20,1.192093e-07,1.0,1.0,1.0,1.0
2,20,1.192093e-07,1.0,1.0,1.0,1.0
3,20,1.192093e-07,1.0,1.0,1.0,1.0
4,20,1.192093e-07,1.0,1.0,1.0,1.0
5,20,1.192093e-07,1.0,1.0,1.0,1.0
6,20,1.192093e-07,1.0,1.0,1.0,1.0
7,20,1.192093e-07,1.0,1.0,1.0,1.0
8,20,1.192093e-07,1.0,1.0,1.0,1.0
9,20,1.192093e-07,1.0,1.0,1.0,1.0
0,21,1.192093e-07,1.0,1.0,1.0,1.0
1,21,1.192093e-07,1.0,1.0,1.0,1.0
2,21,1.192093e-07,1.0,1.0,1.0,1.0
3,21,1.192093e-07,1.0,1.0,1.0,1.0
4,21,1.192093e-07,1.0,1.0,1.0,1.0
5,21,1.192093e-07,1.0,1.0,1.0,1.0
6,21,1.192093e-07,1.0,1.0,1.0,1.0
7,21,1.192093e-07,1.0,1.0,1.0,1.0
8,21,1.192093e-07,1.0,1.0,1.0,1.0
9,21,1.192093e-07,1.0,1.0,1.0,1.0
0,22,1.192093e-07,1.0,1.0,1.0,1.0
1,22,1.192093e-07,1.0,1.0,1.0,1.0
2,22,1.192093e-07,1.0,1.0,1.0,1.0
3,22,1.192093e-07,1.0,1.0,1.0,1.0
4,22,1.192093e-07,1.0,1.0,1.0,1.0
5,22,1.192093e-07,1.0,1.0,1.0,1.0
6,22,1.192093e-07,1.0,1.0,1.0,1.0
7,22,1.192093e-07,1.0,1.0,1.0,1.0
8,22,1.192093e-07,1.0,1.0,1.0,1.0
9,22,1.192093e-07,1.0,1.0,1.0,1.0
0,23,1.192093e-07,1.0,1.0,1.0,1.0
1,23,1.192093e-07,1.0,1.0,1.0,1.0
2,23,1.192093e-07,1.0,1.0,1.0,1.0
3,23,1.192093e-07,1.0,1.0,1.0,1.0
4,23,1.192093e-07,1.0,1.0,1.0,1.0
5,23,1.192093e-07,1.0,1.0,1.0,1.0
6,23,1.192093e-07,1.0,1.0,1.0,1.0
7,23,1.192093e-07,1.0,1.0,1.0,1.0
8,23,1.192093e-07,1.0,1.0,1.0,1.0
9,23,1.192093e-07,1.0,1.0,1.0,1.0
0,24,1.192093e-07,1.0,1.0,1.0,1.0
1,24,1.192093e-07,1.0,1.0,1.0,1.0
2,24,1.192093e-07,1.0,1.0,1.0,1.0
3,24,1.192093e-07,1.0,1.0,1.0,1.0
4,24,1.192093e-07,1.0,1.0,1.0,1.0
5,24,1.192093e-07,1.0,1.0,1.0,1.0
6,24,1.192093e-07,1.0,1.0,1.0,1.0
7,24,1.192093e-07,1.0,1.0,1.0,1.0
8,24,1.192093e-07,1.0,1.0,1.0,1.0
9,24,1.192093e-07,1.0,1.0,1.0,1.0
0,25,1.192093e-07,1.0,1.0,1.0,1.0
1,25,1.192093e-07,1.0,1.0,1.0,1.0
2,25,1.192093e-07,1.0,1.0,1.0,1.0
3,25,1.192093e-07,1.0,1.0,1.0,1.0
4,25,1.192093e-07,1.0,1.0,1.0,1.0
5,25,1.192093e-07,1.0,1.0,1.0,1.0
6,25,1.192093e-07,1.0,1.0,1.0,1.0
7,25,1.192093e-07,1.0,1.0,1.0,1.0
8,25,1.192093e-07,1.0,1.0,1.0,1.0
9,25,1.192093e-07,1.0,1.0,1.0,1.0
0,26,1.192093e-07,1.0,1.0,1.0,1.0
1,26,1.192093e-07,1.0,1.0,1.0,1.0
2,26,1.192093e-07,1.0,1.0,1.0,1.0
3,26,1.192093e-07,1.0,1.0,1.0,1.0
4,26,1.192093e-07,1.0,1.0,1.0,1.0
5,26,1.192093e-07,1.0,1.0,1.0,1.0
6,26,1.192093e-07,1.0,1.0,1.0,1.0
7,26,1.192093e-07,1.0,1.0,1.0,1.0
8,26,1.192093e-07,1.0,1.0,1.0,1.0
9,26,1.192093e-07,1.0,1.0,1.0,1.0
0,27,1.192093e-07,1.0,1.0,1.0,1.0
1,27,1.192093e-07,1.0,1.0,1.0,1.0
2,27,1.192093e-07,1.0,1.0,1.0,1.0
3,27,1.192093e-07,1.0,1.0,1.0,1.0
4,27,1.192093e-07,1.0,1.0,1.0,1.0
5,27,1.192093e-07,1.0,1.0,1.0,1.0
6,27,1.192093e-07,1.0,1.0,1.0,1.0
7,27,1.192093e-07,1.0,1.0,1.0,1.0
8,27,1.192093e-07,1.0,1.0,1.0,1.0
9,27,1.192093e-07,1.0,1.0,1.0,1.0
0,28,1.192093e-07,1.0,1.0,1.0,1.0
1,28,1.192093e-07,1.0,1.0,1.0,1.0
2,28,1.192093e-07,1.0,1.0,1.0,1.0
3,28,1.192093e-07,1.0,1.0,1.0,1.0
4,28,1.192093e-07,1.0,1.0,1.0,1.0
5,28,1.192093e-07,1.0,1.0,1.0,1.0
6,28,1.192093e-07,1.0,1.0,1.0,1.0
7,28,1.192093e-07,1.0,1.0,1.0,1.0
8,28,1.192093e-07,1.0,1.0,1.0,1.0
9,28,1.192093e-07,1.0,1.0,1.0,1.0
0,29,1.192093e-07,1.0,1.0,1.0,1.0
1,29,1.192093e-07,1.0,1.0,1.0,1.0
2,29,1.192093e-07,1.0,1.0,1.0,1.0
3,29,1.192093e-07,1.0,1.0,1.0,1.0
4,29,1.192093e-07,1.0,1.0,1.0,1.0
5,29,1.192093e-07,1.0,1.0,1.0,1.0
6,29,1.192093e-07,1.0,1.0,1.0,1.0
7,29,1.192093e-07,1.0,1.0,1.0,1.0
8,29,1.192093e-07,1.0,1.0,1.0,1.0
9,29,1.192093e-07,1.0,1.0,1.0,1.0
0,30,1.192093e-07,1.0,1.0,1.0,1.0
1,30,1.192093e-07,1.0,1.0,1.0,1.0
2,30,1.192093e-07,1.0,1.0,1.0,1.0
3,30,1.192093e-07,1.0,1.0,1.0,1.0
4,30,1.192093e-07,1.0,1.0,1.0,1.0
5,30,1.192093e-07,1.0,1.0,1.0,1.0
6,30,1.192093e-07,1.0,1.0,1.0,1.0
7,30,1.192093e-07,1.0,1.0,1.0,1.0
8,30,1.192093e-07,1.0,1.0,1.0,1.0
9,30,1.192093e-07,1.0,1.0,1.0,1.0
0,31,1.192093e-07,1.0,1.0,1.0,1.0
1,31,1.192093e-07,1.0,1.0,1.0,1.0
2,31,1.192093e-07,1.0,1.0,1.0,1.0
3,31,1.192093e-07,1.0,1.0,1.0,1.0
4,31,1.192093e-07,1.0,1.0,1.0,1.0
5,31,1.192093e-07,1.0,1.0,1.0,1.0
6,31,1.192093e-07,1.0,1.0,1.0,1.0
7,31,1.192093e-07,1.0,1.0,1.0,1.0
8,31,1.192093e-07,1.0,1.0,1.0,1.0
9,31,1.192093e-07,1.0,1.0,1.0,1.0
0,32,1.192093e-07,1.0,1.0,1.0,1.0
1,32,1.192093e-07,1.0,1.0,1.0,1.0
2,32,1.192093e-07,1.0,1.0,1.0,1.0
3,32,1.192093e-07,1.0,1.0,1.0,1.0
4,32,1.192093e-07,1.0,1.0,1.0,1.0
5,32,1.192093e-07,1.0,1.0,1.0,1.0
6,32,1.192093e-07,1.0,1.0,1.0,1.0
7,32,1.192093e-07,1.0,1.0,1.0,1.0
8,32,1.192093e-07,1.0,1.0,1.0,1.0
9,32,1.192093e-07,1.0,1.0,1.0,1.0
0,33,1.192093e-07,1.0,1.0,1.0,1.0
1,33,1.192093e-07,1.0,1.0,1.0,1.0
2,33,1.192093e-07,1.0,1.0,1.0,1.0
3,33,1.192093e-07,1.0,1.0,1.0,1.0
4,33,1.192093e-07,1.0,1.0,1.0,1.0
5,33,1.192093e-07,1.0,1.0,1.0,1.0
6,33,1.192093e-07,1.0,1.0,1.0,1.0
7,33,1.192093e-07,1.0,1.0,1.0,1.0
8,33,1.192093e-07,1.0,1.0,1.0,1.0
9,33,1.192093e-07,1.0,1.0,1.0,1.0
0,34,1.192093e-07,1.0,1.0,1.0,1.0
1,34,1.192093e-07,1.0,1.0,1.0,1.0
2,34,1.192093e-07,1.0,1.0,1.0,1.0
3,34,1.192093e-07,1.0,1.0,1.0,1.0
4,34,1.192093e-07,1.0,1.0,1.0,1.0
5,34,1.192093e-07,1.0,1.0,1.0,1.0
6,34,1.192093e-07,1.0,1.0,1.0,1.0
7,34,1.192093e-07,1.0,1.0,1.0,1.0
8,34,1.192093e-07,1.0,1.0,1.0,1.0
9,34,1.192093e-07,1.0,1.0,1.0,1.0
0,35,1.192093e-07,1.0,1.0,1.0,1.0
1,35,1.192093e-07,1.0,1.0,1.0,1.0
2,35,1.192093e-07,1.0,1.0,1.0,1.0
3,35,1.192093e-07,1.0,1.0,1.0,1.0
4,35,1.192093e-07,1.0,1.0,1.0,1.0
5,35,1.192093e-07,1.0,1.0,1.0,1.0
6,35,1.192093e-07,1.0,1.0,1.0,1.0
7,35,1.192093e-07,1.0,1.0,1.0,1.0
8,35,1.192093e-07,1.0,1.0,1.0,1.0
9,35,1.192093e-07,1.0,1.0,1.0,1.0
0,36,1.192093e-07,1.0,1.0,1.0,1.0
1,36,1.192093e-07,1.0,1.0,1.0,1.0
2,36,1.192093e-07,1.0,1.0,1.0,1.0
3,36,1.192093e-07,1.0,1.0,1.0,1.0
4,36,1.192093e-07,1.0,1.0,1.0,1.0
5,36,1.192093e-07,1.0,1.0,1.0,1.0
6,36,1.192093e-07,1.0,1.0,1.0,1.0
7,36,1.192093e-07,1.0,1.0,1.0,1.0
8,36,1.192093e-07,1.0,1.0,1.0,1.0
9,36,1.192093e-07,1.0,1.0,1.0,1.0
0,37,1.192093e-07,1.0,1.0,1.0,1.0
1,37,1.192093e-07,1.0,1.0,1.0,1.0
2,37,1.192093e-07,1.0,1.0,1.0,1.0
3,37,1.192093e-07,1.0,1.0,1.0,1.0
4,37,1.192093e-07,1.0,1.0,1.0,1.0
5,37,1.192093e-07,1.0,1.0,1.0,1.0
6,37,1.192093e-07,1.0,1.0,1.0,1.0
7,37,1.192093e-07,1.0,1.0,1.0,1.0
8,37,1.192093e-07,1.0,1.0,1.0,1.0
9,37,1.192093e-07,1.0,1.0,1.0,1.0
0,38,1.192093e-07,1.0,1.0,1.0,1.0
1,38,1.192093e-07,1.0,1.0,1.0,1.0
2,38,1.192093e-07,1.0,1.0,1.0,1.0
3,38,1.192093e-07,1.0,1.0,1.0,1.0
4,38,1.192093e-07,1.0,1.0,1.0,1.0
5,38,1.192093e-07,1.0,1.0,1.0,1.0
6,38,1.192093e-07,1.0,1.0,1.0,1.0
7,38,1.192093e-07,1.0,1.0,1.0,1.0
8,38,1.192093e-07,1.0,1.0,1.0,1.0
9,38,1.192093e-07,1.0,1.0,1.0,1.0
0,39,1.192093e-07,1.0,1.0,1.0,1.0
1,39,1.192093e-07,1.0,1.0,1.0,1.0
2,39,1.192093e-07,1.0,1.0,1.0,1.0
3,39,1.192093e-07,1.0,1.0,1.0,1.0
4,39,1.192093e-07,1.0,1.0,1.0,1.0
5,39,1.192093e-07,1.0,1.0,1.0,1.0
6,39,1.192093e-07,1.0,1.0,1.0,1.0
7,39,1.192093e-07,1.0,1.0,1.0,1.0
8,39,1.192093e-07,1.0,1.0,1.0,1.0
9,39,1.192093e-07,1.0,1.0,1.0,1.0
0,40,1.192093e-07,1.0,1.0,1.0,1.0
1,40,1.192093e-07,1.0,1.0,1.0,1.0
2,40,1.192093e-07,1.0,1.0,1.0,1.0
3,40,1.192093e-07,1.0,1.0,1.0,1.0
4,40,1.192093e-07,1.0,1.0,1.0,1.0
5,40,1.192093e-07,1.0,1.0,1.0,1.0
6,40,1.192093e-07,1.0,1.0,1.0,1.0
7,40,1.192093e-07,1.0,1.0,1.0,1.0
8,40,1.192093e-07,1.0,1.0,1.0,1.0
9,40,1.192093e-07,1.0,1.0,1.0,1.0
0,41,1.192093e-07,1.0,1.0,1.0,1.0
1,41,1.192093e-07,1.0,1.0,1.0,1.0
2,41,1.192093e-07,1.0,1.0,1.0,1.0
3,41,1.192093e-07,1.0,1.0,1.0,1.0
4,41,1.192093e-07,1.0,1.0,1.0,1.0
5,41,1.192093e-07,1.0,1.0,1.0,1.0
6,41,1.192093e-07,1.0,1.0,1.0,1.0
7,41,1.192093e-07,1.0,1.0,1.0,1.0
8,41,1.192093e-07,1.0,1.0,1.0,1.0
9,41,1.192093e-07,1.0,1.0,1.0,1.0
0,42,1.192093e-07,1.0,1.0,1.0,1.0
1,42,1.192093e-07,1.0,1.0,1.0,1.0
2,42,1.192093e-07,1.0,1.0,1.0,1.0
3,42,1.192093e-07,1.0,1.0,1.0,1.0
4,42,1.192093e-07,1.0,1.0,1.0,1.0
5,42,1.192093e-07,1.0,1.0,1.0,1.0
6,42,1.192093e-07,1.0,1.0,1.0,1.0
7,42,1.192093e-07,1.0,1.0,1.0,1.0
8,42,1.192093e-07,1.0,1.0,1.0,1.0
9,42,1.192093e-07,1.0,1.0,1.0,1.0
0,43,1.192093e-07,1.0,1.0,1.0,1.0
1,43,1.192093e-07,1.0,1.0,1.0,1.0
2,43,1.192093e-07,1.0,1.0,1.0,1.0
3,43,1.192093e-07,1.0,1.0,1.0,1.0
4,43,1.192093e-07,1.0,1.0,1.0,1.0
5,43,1.192093e-07,1.0,1.0,1.0,1.0
6,43,1.192093e-07,1.0,1.0,1.0,1.0
7,43,1.192093e-07,1.0,1.0,1.0,1.0
8,43,1.192093e-07,1.0,1.0,1.0,1.0
9,43,1.192093e-07,1.0,1.0,1.0,1.0
0,44,1.192093e-07,1.0,1.0,1.0,1.0
1,44,1.192093e-07,1.0,1.0,1.0,1.0
2,44,1.192093e-07,1.0,1.0,1.0,1.0
3,44,1.192093e-07,1.0,1.0,1.0,1.0
4,44,1.192093e-07,1.0,1.0,1.0,1.0
5,44,1.192093e-07,1.0,1.0,1.0,1.0
6,44,1.192093e-07,1.0,1.0,1.0,1.0
7,44,1.192093e-07,1.0,1.0,1.0,1.0
8,44,1.192093e-07,1.0,1.0,1.0,1.0
9,44,1.192093e-07,1.0,1.0,1.0,1.0
0,45,1.192093e-07,1.0,1.0,1.0,1.0
1,45,1.192093e-07,1.0,1.0,1.0,1.0
2,45,1.192093e-07,1.0,1.0,1.0,1.0
3,45,1.192093e-07,1.0,1.0,1.0,1.0
4,45,1.192093e-07,1.0,1.0,1.0,1.0
5,45,1.192093e-07,1.0,1.0,1.0,1.0
6,45,1.192093e-07,1.0,1.0,1.0,1.0
7,45,1.192093e-07,1.0,1.0,1.0,1.0
8,45,1.192093e-07,1.0,1.0,1.0,1.0
9,45,1.192093e-07,1.0,1.0,1.0,1.0
0,46,1.192093e-07,1.0,1.0,1.0,1.0
1,46,1.192093e-07,1.0,1.0,1.0,1.0
2,46,1.192093e-07,1.0,1.0,1.0,1.0
3,46,1.192093e-07,1.0,1.0,1.0,1.0
4,46,1.192093e-07,1.0,1.0,1.0,1.0
5,46,1.192093e-07,1.0,1.0,1.0,1.0
6,46,1.192093e-07,1.0,1.0,1.0,1.0
7,46,1.192093e-07,1.0,1.0,1.0,1.0
8,46,1.192093e-07,1.0,1.0,1.0,1.0
9,46,1.192093e-07,1.0,1.0,1.0,1.0
0,47,1.192093e-07,1.0,1.0,1.0,1.0
1,47,1.192093e-07,1.0,1.0,1.0,1.0
2,47,1.192093e-07,1.0,1.0,1.0,1.0
3,47,1.192093e-07,1.0,1.0,1.0,1.0
4,47,1.192093e-07,1.0,1.0,1.0,1.0
5,47,1.192093e-07,1.0,1.0,1.0,1.0
6,47,1.192093e-07,1.0,1.0,1.0,1.0
7,47,1.192093e-07,1.0,1.0,1.0,1.0
8,47,1.192093e-07,1.0,1.0,1.0,1.0
9,47,1.192093e-07,1.0,1.0,1.0,1.0
